price,parking,area,stories,bathrooms,bedrooms,KPI_Area_per_Furnishing,KPI_AirConditioning_Area_Ratio,KPI_Area_per_SemiFurnished,KPI_Bathrooms_per_Furnishing,KPI_Area_per_Guestroom,KPI_Bedrooms_per_Guestroom
3605000,0,4500,1,1,2,inf,0,4500.0,1.0,inf,inf
3605000,0,4000,1,1,2,inf,0,4000.0,1.0,inf,inf
3570000,0,3150,2,1,3,3150.0,0,inf,1.0,inf,inf
3570000,2,4500,2,2,4,4500.0,0,inf,2.0,inf,inf
3570000,0,4500,1,1,2,4500.0,0,inf,1.0,inf,inf
3570000,0,3640,1,1,2,3640.0,0,inf,1.0,inf,inf
3535000,2,3850,1,1,3,3850.0,0,inf,1.0,inf,inf
3500000,0,4240,2,1,3,inf,4240,4240.0,1.0,inf,inf
3500000,0,3650,2,1,3,3650.0,0,inf,1.0,inf,inf
3500000,0,4600,2,1,4,inf,0,4600.0,1.0,inf,inf
3500000,0,2135,2,2,3,2135.0,0,inf,2.0,inf,inf
3500000,0,3036,2,1,3,inf,0,3036.0,1.0,inf,inf
3500000,0,3990,2,1,3,inf,0,3990.0,1.0,inf,inf
3500000,0,7424,1,1,3,7424.0,0,inf,1.0,inf,inf
3500000,0,3480,1,1,3,3480.0,3480,inf,1.0,inf,inf
3500000,1,3600,2,1,6,3600.0,0,inf,1.0,inf,inf
3500000,1,3640,1,1,2,inf,0,3640.0,1.0,inf,inf
3500000,1,5900,1,1,2,5900.0,0,inf,1.0,inf,inf
3500000,1,3120,2,1,3,3120.0,0,inf,1.0,inf,inf
3500000,1,7350,1,1,2,inf,0,7350.0,1.0,inf,inf
3500000,1,3512,1,1,2,3512.0,0,inf,1.0,inf,inf
3500000,3,9500,2,1,3,9500.0,0,inf,1.0,inf,inf
3500000,0,5880,1,1,2,5880.0,0,inf,1.0,inf,inf
3500000,0,12944,1,1,3,12944.0,0,inf,1.0,inf,inf
3493000,0,4900,2,1,3,4900.0,0,inf,1.0,inf,inf
3465000,0,3060,1,1,3,3060.0,0,inf,1.0,inf,inf
3465000,1,5320,1,1,2,5320.0,0,inf,1.0,inf,inf
3465000,0,2145,3,1,3,2145.0,0,inf,1.0,inf,inf
3430000,0,4000,1,1,2,4000.0,0,inf,1.0,inf,inf
3430000,2,3185,1,1,2,3185.0,0,inf,1.0,inf,inf
3430000,0,3850,1,1,3,3850.0,0,inf,1.0,inf,inf
3430000,0,2145,3,1,3,2145.0,0,inf,1.0,inf,inf
3430000,0,2610,2,1,3,2610.0,0,inf,1.0,inf,inf
3430000,0,1950,2,2,3,1950.0,0,inf,2.0,inf,inf
3423000,0,4040,1,1,2,4040.0,0,inf,1.0,inf,inf
3395000,1,4785,2,1,3,4785.0,4785,inf,1.0,4785.0,3.0
3395000,2,3450,1,1,3,3450.0,0,inf,1.0,inf,inf
3395000,0,3640,1,1,2,3640.0,0,inf,1.0,inf,inf
3360000,2,3500,2,1,4,3500.0,3500,inf,1.0,inf,inf
3360000,0,4960,3,1,4,inf,0,4960.0,1.0,inf,inf
3360000,0,4120,2,1,2,4120.0,0,inf,1.0,inf,inf
3360000,0,4750,1,1,2,4750.0,0,inf,1.0,inf,inf
3360000,0,3720,1,1,2,3720.0,3720,inf,1.0,inf,inf
3360000,0,3750,1,1,3,3750.0,0,inf,1.0,inf,inf
3360000,0,3100,2,1,3,inf,0,3100.0,1.0,inf,inf
3360000,2,3185,1,1,2,3185.0,0,inf,1.0,inf,inf
3353000,0,2700,1,1,3,2700.0,0,inf,1.0,inf,inf
3332000,0,2145,2,1,3,2145.0,0,inf,1.0,inf,inf
3325000,1,4040,1,1,2,4040.0,0,inf,1.0,inf,inf
3325000,0,4775,2,1,4,4775.0,0,inf,1.0,inf,inf
3290000,0,2500,1,1,2,2500.0,2500,inf,1.0,inf,inf
3290000,0,3180,2,1,4,3180.0,3180,inf,1.0,inf,inf
3290000,0,6060,1,1,3,6060.0,0,inf,1.0,6060.0,3.0
3290000,1,3480,2,1,4,inf,0,3480.0,1.0,inf,inf
3290000,0,3792,2,1,4,inf,0,3792.0,1.0,inf,inf
3290000,0,4040,1,1,2,4040.0,0,inf,1.0,inf,inf
3290000,0,2145,2,1,3,2145.0,0,inf,1.0,inf,inf
3290000,1,5880,1,1,3,5880.0,0,inf,1.0,inf,inf
3255000,0,4500,1,1,2,inf,0,4500.0,1.0,inf,inf
3255000,0,3930,1,1,2,3930.0,0,inf,1.0,inf,inf
3234000,0,3640,2,1,4,3640.0,0,inf,1.0,inf,inf
3220000,0,4370,2,1,3,4370.0,0,inf,1.0,inf,inf
3220000,1,2684,1,1,2,2684.0,2684,inf,1.0,inf,inf
3220000,1,4320,1,1,3,4320.0,0,inf,1.0,inf,inf
3220000,0,3120,2,1,3,3120.0,0,inf,1.0,inf,inf
3150000,0,3450,1,1,1,3450.0,0,inf,1.0,inf,inf
3150000,1,3986,1,2,2,3986.0,0,inf,2.0,3986.0,2.0
3150000,0,3500,1,1,2,inf,0,3500.0,1.0,inf,inf
3150000,2,4095,1,1,2,inf,0,4095.0,1.0,inf,inf
3150000,0,1650,2,1,3,1650.0,0,inf,1.0,inf,inf
3150000,0,3450,2,1,3,inf,0,3450.0,1.0,inf,inf
3150000,0,6750,1,1,2,inf,0,6750.0,1.0,inf,inf
3150000,2,9000,2,1,3,inf,0,9000.0,1.0,inf,inf
3150000,1,3069,1,1,2,3069.0,0,inf,1.0,inf,inf
3143000,0,4500,2,1,3,4500.0,4500,inf,1.0,inf,inf
3129000,0,5495,1,1,3,5495.0,0,inf,1.0,inf,inf
3118850,0,2398,1,1,3,inf,0,2398.0,1.0,inf,inf
3115000,0,3000,1,1,3,3000.0,3000,inf,1.0,inf,inf
3115000,0,3850,2,1,3,3850.0,0,inf,1.0,inf,inf
3115000,0,3500,1,1,2,3500.0,0,inf,1.0,inf,inf
3087000,1,8100,1,1,2,8100.0,0,inf,1.0,inf,inf
3080000,0,4960,1,1,2,4960.0,4960,inf,1.0,inf,inf
3080000,0,2160,2,1,3,inf,0,2160.0,1.0,inf,inf
3080000,0,3090,1,1,2,3090.0,0,inf,1.0,3090.0,2.0
3080000,1,4500,2,1,2,inf,0,4500.0,1.0,inf,inf
3045000,0,3800,1,1,2,3800.0,0,inf,1.0,inf,inf
3010000,0,3090,2,1,3,inf,0,3090.0,1.0,inf,inf
3010000,2,3240,2,1,3,inf,0,3240.0,1.0,inf,inf
3010000,0,2835,1,1,2,inf,0,2835.0,1.0,inf,inf
3010000,0,4600,1,1,2,4600.0,0,inf,1.0,inf,inf
3010000,0,5076,1,1,3,5076.0,0,inf,1.0,inf,inf
3010000,0,3750,2,1,3,3750.0,0,inf,1.0,inf,inf
3010000,3,3630,2,1,4,inf,0,3630.0,1.0,inf,inf
3003000,0,8050,1,1,2,8050.0,0,inf,1.0,inf,inf
2975000,1,4352,2,1,4,4352.0,0,inf,1.0,inf,inf
2961000,0,3000,2,1,2,inf,0,3000.0,1.0,inf,inf
2940000,1,5850,2,1,3,5850.0,0,inf,1.0,inf,inf
2940000,0,4960,1,1,2,4960.0,0,inf,1.0,inf,inf
2940000,1,3600,2,1,3,3600.0,0,inf,1.0,inf,inf
2940000,0,3660,2,1,4,3660.0,0,inf,1.0,inf,inf
2940000,1,3480,2,1,3,inf,0,3480.0,1.0,inf,inf
2940000,0,2700,1,1,2,2700.0,0,inf,1.0,inf,inf
2940000,0,3150,2,1,3,3150.0,0,inf,1.0,inf,inf
2940000,0,6615,2,1,3,inf,0,6615.0,1.0,inf,inf
2870000,0,3040,1,1,2,3040.0,0,inf,1.0,inf,inf
2870000,0,3630,1,1,2,3630.0,0,inf,1.0,inf,inf
2870000,0,6000,1,1,2,inf,0,6000.0,1.0,inf,inf
2870000,0,5400,2,1,4,5400.0,0,inf,1.0,inf,inf
2852500,0,5200,3,1,4,5200.0,0,inf,1.0,inf,inf
2835000,1,3300,2,1,3,inf,0,3300.0,1.0,inf,inf
2835000,1,4350,2,1,3,4350.0,0,inf,1.0,inf,inf
2835000,1,2640,1,1,2,2640.0,0,inf,1.0,inf,inf
2800000,1,2650,2,1,3,2650.0,0,inf,1.0,inf,inf
2800000,0,3960,1,1,3,3960.0,0,inf,1.0,inf,inf
2730000,0,6800,1,1,2,6800.0,0,inf,1.0,inf,inf
2730000,1,4000,2,1,3,4000.0,0,inf,1.0,inf,inf
2695000,0,4000,1,1,2,4000.0,0,inf,1.0,inf,inf
2660000,0,3934,1,1,2,3934.0,0,inf,1.0,inf,inf
2660000,0,2000,2,1,2,inf,0,2000.0,1.0,inf,inf
2660000,0,3630,2,3,3,3630.0,0,inf,3.0,3630.0,3.0
2660000,0,2800,1,1,3,2800.0,0,inf,1.0,inf,inf
2660000,0,2430,1,1,3,2430.0,0,inf,1.0,inf,inf
2660000,1,3480,1,1,2,inf,0,3480.0,1.0,inf,inf
2660000,0,4000,1,1,3,inf,0,4000.0,1.0,inf,inf
2653000,0,3185,1,1,2,3185.0,3185,inf,1.0,inf,inf
2653000,0,4000,2,1,3,4000.0,4000,inf,1.0,inf,inf
2604000,0,2910,1,1,2,2910.0,0,inf,1.0,inf,inf
2590000,0,3600,1,1,2,3600.0,0,inf,1.0,inf,inf
2590000,0,4400,1,1,2,4400.0,0,inf,1.0,inf,inf
2590000,1,3600,2,2,2,3600.0,0,inf,2.0,inf,inf
2520000,0,2880,1,1,3,2880.0,0,inf,1.0,inf,inf
2520000,0,3180,1,1,3,3180.0,0,inf,1.0,inf,inf
2520000,0,3000,2,1,2,3000.0,0,inf,1.0,inf,inf
2485000,0,4400,2,1,3,4400.0,0,inf,1.0,inf,inf
2485000,0,3000,2,1,3,inf,0,3000.0,1.0,inf,inf
2450000,0,3210,2,1,3,3210.0,0,inf,1.0,inf,inf
2450000,1,3240,1,1,2,3240.0,0,inf,1.0,3240.0,2.0
2450000,1,3000,1,1,2,3000.0,0,inf,1.0,inf,inf
2450000,0,3500,1,1,2,3500.0,0,inf,1.0,3500.0,2.0
2450000,0,4840,2,1,2,4840.0,0,inf,1.0,inf,inf
2450000,0,7700,1,1,2,7700.0,0,inf,1.0,inf,inf
2408000,0,3635,1,1,2,3635.0,0,inf,1.0,inf,inf
2380000,0,2475,2,1,3,2475.0,0,inf,1.0,inf,inf
2380000,0,2787,2,2,4,2787.0,0,inf,2.0,inf,inf
2380000,0,3264,1,1,2,3264.0,0,inf,1.0,inf,inf
2345000,0,3640,1,1,2,3640.0,0,inf,1.0,inf,inf
2310000,0,3180,1,1,2,3180.0,0,inf,1.0,inf,inf
2275000,0,1836,1,1,2,inf,0,1836.0,1.0,inf,inf
2275000,0,3970,1,1,1,3970.0,0,inf,1.0,inf,inf
2275000,0,3970,2,1,3,3970.0,0,inf,1.0,inf,inf
2240000,0,1950,1,1,3,1950.0,0,inf,1.0,inf,inf
2233000,0,5300,1,1,3,5300.0,5300,inf,1.0,inf,inf
2135000,0,3000,1,1,2,3000.0,0,inf,1.0,inf,inf
2100000,0,2400,2,1,3,2400.0,0,inf,1.0,inf,inf
2100000,0,3000,2,1,4,3000.0,0,inf,1.0,inf,inf
2100000,1,3360,1,1,2,3360.0,0,inf,1.0,inf,inf
1960000,0,3420,2,1,5,3420.0,0,inf,1.0,inf,inf
1890000,0,1700,2,1,3,1700.0,0,inf,1.0,inf,inf
1890000,0,3649,1,1,2,3649.0,0,inf,1.0,inf,inf
1855000,1,2990,1,1,2,2990.0,0,inf,1.0,inf,inf
1820000,2,3000,1,1,2,3000.0,0,inf,1.0,inf,inf
1767150,0,2400,1,1,3,inf,0,2400.0,1.0,inf,inf
1750000,0,3620,1,1,2,3620.0,0,inf,1.0,inf,inf
1750000,0,2910,1,1,3,2910.0,0,inf,1.0,inf,inf
1750000,0,3850,2,1,3,3850.0,0,inf,1.0,inf,inf
4373681,0,4437,1,1,2,inf,0,inf,inf,inf,inf
3224852,0,3788,1,0,1,inf,0,inf,,inf,inf
4379546,0,4451,2,1,2,inf,0,inf,inf,inf,inf
5022761,0,4142,1,1,3,inf,0,inf,inf,inf,inf
6718004,0,6024,3,1,3,inf,0,inf,inf,inf,inf
5061893,0,5198,2,1,3,inf,0,inf,inf,inf,inf
1843591,0,2488,1,1,3,inf,0,2488.0,1.0,inf,inf
2996578,0,3085,1,1,2,inf,0,inf,inf,inf,inf
5875516,0,7033,1,0,2,inf,0,inf,,inf,inf
4005897,0,4070,2,0,2,inf,0,inf,,inf,inf
3218767,0,3980,1,1,3,inf,0,inf,inf,inf,inf
6021935,0,6859,1,1,3,inf,0,inf,inf,inf,inf
5711620,0,4872,2,1,3,inf,0,inf,inf,inf,inf
6464694,0,6546,3,0,3,inf,0,inf,,inf,inf
5313597,0,4639,1,1,2,inf,0,inf,inf,inf,inf
3705098,0,5542,1,1,2,inf,0,5542.0,1.0,inf,inf
6023011,0,5896,2,1,2,inf,0,inf,inf,inf,inf
5620681,0,5849,2,1,3,inf,0,inf,inf,inf,inf
3351410,0,2258,1,1,2,inf,0,inf,inf,inf,inf
3549521,0,3639,1,1,2,3639.0,0,inf,1.0,inf,inf
5245103,0,9266,2,1,3,inf,0,9266.0,1.0,inf,inf
4304999,1,5965,1,0,1,inf,0,inf,,inf,inf
6124345,0,6899,2,1,3,inf,0,inf,inf,inf,inf
3714208,0,3900,1,1,2,inf,0,inf,inf,inf,inf
4950576,0,5681,2,2,3,inf,0,inf,inf,inf,inf
6983609,1,6585,1,1,3,inf,0,inf,inf,inf,inf
4512998,0,9849,1,0,2,inf,0,9849.0,0.0,inf,inf
3473950,0,3507,2,0,3,inf,0,inf,,inf,inf
6046242,0,5918,3,1,3,inf,0,5918.0,1.0,inf,inf
2727061,0,3545,1,1,3,inf,0,inf,inf,inf,inf
3029953,0,2987,2,0,2,inf,0,inf,,inf,inf
4575999,0,3891,1,0,2,inf,0,inf,,3891.0,2.0
5665780,0,3044,2,0,3,inf,0,inf,,inf,inf
2681296,0,3734,0,1,2,inf,0,inf,inf,inf,inf
3891848,0,5289,1,1,4,inf,0,5289.0,1.0,inf,inf
3037379,0,3066,1,0,2,inf,0,inf,,inf,inf
2417722,0,3056,1,0,2,inf,0,inf,,inf,inf
5168410,2,7691,0,0,3,inf,0,inf,,inf,inf
5573875,0,4822,2,0,3,inf,0,inf,,inf,inf
3702890,0,3610,1,1,2,inf,0,inf,inf,inf,inf
3343815,0,3715,1,0,2,inf,0,inf,,inf,inf
7753781,1,3762,1,1,3,inf,0,inf,inf,inf,inf
4308920,0,5998,1,0,2,inf,0,inf,,inf,inf
3340464,0,2650,1,0,3,inf,0,inf,,inf,inf
5025312,1,4948,1,1,3,inf,0,inf,inf,inf,inf
5884141,0,5371,2,0,2,inf,0,inf,,inf,inf
3334489,0,3773,1,0,3,inf,0,inf,,inf,inf
3052540,0,4483,1,0,2,4483.0,0,inf,0.0,inf,inf
3833514,1,3105,1,0,2,inf,0,inf,,inf,inf
6239746,0,6568,2,1,2,6568.0,0,inf,1.0,inf,inf
7740739,0,6743,2,1,4,inf,0,inf,inf,inf,inf
4899865,1,6274,0,1,2,inf,0,inf,inf,inf,inf
6140742,0,6279,1,1,3,inf,0,inf,inf,inf,inf
2978893,0,4537,1,1,2,inf,0,inf,inf,inf,inf
11279758,2,8400,3,3,3,inf,0,inf,inf,inf,inf
3450142,0,4535,1,1,3,inf,0,inf,inf,inf,inf
5979584,0,5070,3,1,2,inf,0,inf,inf,inf,inf
5210870,1,6132,2,1,3,inf,0,inf,inf,inf,inf
4698869,1,7665,1,1,2,inf,0,inf,inf,inf,inf
5627476,0,6339,2,1,3,inf,0,inf,inf,inf,inf
4499553,1,4727,1,1,2,inf,0,inf,inf,inf,inf
5129570,1,5259,1,1,2,inf,0,inf,inf,inf,inf
4375737,1,4646,2,1,3,inf,0,inf,inf,inf,inf
3257096,0,4799,1,0,2,inf,0,inf,,inf,inf
2956352,0,5572,1,1,2,inf,0,inf,inf,inf,inf
3991865,0,3298,2,0,2,inf,0,3298.0,0.0,inf,inf
2656889,0,3131,1,1,2,inf,0,inf,inf,inf,inf
4653165,0,5637,1,1,3,inf,0,inf,inf,inf,inf
7661341,0,6086,3,2,3,inf,0,inf,inf,inf,inf
2920246,0,3504,1,1,3,inf,0,inf,inf,inf,inf
2802200,0,4366,0,0,1,inf,0,inf,,inf,inf
3729739,1,3863,0,1,2,inf,0,inf,inf,inf,inf
3906143,0,4111,1,0,3,inf,0,inf,,inf,inf
5521025,0,6143,1,0,2,6143.0,6143,inf,0.0,inf,inf
5544481,0,6857,1,1,3,inf,0,inf,inf,inf,inf
7689371,0,6645,1,1,3,inf,0,inf,inf,inf,inf
6348124,0,9067,1,0,2,inf,0,inf,,inf,inf
2599279,0,7349,0,0,1,inf,0,inf,,inf,inf
3540538,0,3231,1,0,2,inf,0,inf,,inf,inf
4928237,0,4470,2,0,2,inf,0,inf,,inf,inf
3044741,0,4122,2,0,2,inf,0,inf,,inf,inf
6992263,1,5857,1,2,3,inf,5857,inf,inf,inf,inf
4738084,0,4075,2,1,2,inf,0,4075.0,1.0,inf,inf
3723324,0,3746,2,1,2,inf,0,inf,inf,inf,inf
5583808,1,4897,3,1,3,inf,0,inf,inf,inf,inf
2921653,0,3176,1,0,3,3176.0,0,inf,0.0,inf,inf
4151273,0,4914,1,1,2,inf,4914,inf,inf,inf,inf
4524011,0,4401,2,1,3,inf,0,inf,inf,inf,inf
3232909,1,5053,1,1,2,inf,0,inf,inf,inf,inf
5190242,0,8203,1,0,1,inf,0,inf,,inf,inf
6069771,0,5101,1,1,2,inf,5101,inf,inf,inf,inf
7082817,0,7300,1,1,2,inf,0,inf,inf,inf,inf
6413425,1,6921,1,1,3,inf,0,inf,inf,inf,inf
4262778,0,4350,1,0,2,inf,0,inf,,inf,inf
7986736,0,4721,1,1,3,4721.0,0,inf,1.0,inf,inf
7237196,2,7142,3,0,3,inf,0,inf,,inf,inf
2782678,0,3558,1,1,2,inf,0,inf,inf,inf,inf
5178617,1,5922,1,1,2,inf,0,inf,inf,inf,inf
6110391,0,6345,2,1,2,inf,0,inf,inf,inf,inf
3453215,0,4213,1,0,2,inf,4213,inf,,inf,inf
10452219,2,8853,1,1,3,inf,0,inf,inf,inf,inf
4666625,1,6095,1,1,2,inf,0,inf,inf,inf,inf
3663662,0,4340,1,1,2,inf,0,4340.0,1.0,inf,inf
4662262,0,5066,1,0,2,inf,0,inf,,inf,inf
3921891,0,5516,1,1,2,inf,0,inf,inf,inf,inf
4978804,0,5981,1,0,2,inf,0,inf,,inf,inf
7515137,0,5864,2,1,3,inf,0,inf,inf,inf,inf
4120689,0,7446,1,1,2,inf,0,inf,inf,inf,inf
4873621,1,3890,2,1,2,inf,0,inf,inf,inf,inf
5214593,1,3893,2,1,2,inf,0,inf,inf,inf,inf
3599832,0,3479,1,1,2,inf,0,inf,inf,inf,inf
4095124,0,5074,1,1,2,inf,0,inf,inf,inf,inf
4167051,0,5399,2,0,2,inf,0,inf,,inf,inf
4233381,0,4370,0,1,3,inf,0,inf,inf,inf,inf
1792058,0,2682,0,1,2,inf,0,inf,inf,inf,inf
7510760,1,9202,2,1,2,9202.0,0,inf,1.0,inf,inf
3511631,0,3070,1,0,2,3070.0,0,inf,0.0,inf,inf
6963630,0,5877,1,1,2,inf,0,inf,inf,inf,inf
9685310,1,5858,2,1,3,5858.0,0,inf,1.0,inf,inf
5893496,0,6288,3,2,2,inf,0,inf,inf,inf,inf
6466685,0,7244,1,1,3,inf,0,7244.0,1.0,inf,inf
5735807,0,6260,2,1,3,inf,0,inf,inf,inf,inf
4376034,0,4249,2,0,2,inf,0,inf,,inf,inf
3125256,0,4462,1,0,2,inf,0,inf,,inf,inf
4012915,0,3528,2,0,2,inf,0,inf,,inf,inf
4303922,1,4378,1,0,2,inf,0,inf,,inf,inf
6063957,0,6267,2,1,2,inf,0,inf,inf,inf,inf
2694319,0,3109,1,1,3,inf,0,inf,inf,inf,inf
4600921,1,7812,1,1,2,inf,0,inf,inf,inf,inf
3570000,1,4499,1,1,3,4499.0,0,inf,1.0,inf,inf
4019870,1,5146,1,1,2,inf,0,inf,inf,inf,inf
3624543,0,2002,1,1,3,inf,0,inf,inf,inf,inf
4373189,1,4476,1,1,3,inf,0,inf,inf,inf,inf
5495926,0,3817,1,1,2,inf,0,inf,inf,inf,inf
3620146,0,7686,1,0,2,inf,0,inf,,inf,inf
3745292,0,4272,0,1,3,inf,0,inf,inf,inf,inf
4152002,1,5555,1,1,2,inf,0,inf,inf,inf,inf
7247834,1,6472,3,1,3,inf,0,inf,inf,inf,inf
5477033,0,6883,1,1,2,inf,0,inf,inf,inf,inf
4606586,0,4361,1,1,2,inf,0,inf,inf,inf,inf
3227687,0,4657,2,1,3,inf,0,inf,inf,inf,inf
2846722,0,2294,1,1,2,inf,0,inf,inf,inf,inf
6554125,0,6847,2,1,4,inf,0,inf,inf,inf,inf
3373162,0,3655,0,1,1,inf,0,inf,inf,inf,inf
5278663,0,5959,2,0,3,inf,0,inf,,inf,inf
4307992,1,4747,1,1,2,inf,0,inf,inf,inf,inf
2910747,0,4502,1,1,2,4502.0,0,inf,1.0,inf,inf
4645746,0,5358,0,1,2,inf,0,inf,inf,inf,inf
3731307,1,3761,1,1,3,inf,0,inf,inf,inf,inf
3740306,0,2183,1,1,3,inf,0,inf,inf,inf,inf
6230997,0,6225,1,0,2,inf,0,inf,,inf,inf
8939197,0,6291,1,1,4,inf,0,inf,inf,inf,inf
5172262,1,7983,1,1,3,inf,0,7983.0,1.0,inf,inf
5439899,0,6800,1,1,3,inf,0,inf,inf,inf,inf
3855387,1,7471,1,0,1,inf,0,inf,,inf,inf
3835251,0,5068,0,0,1,inf,0,inf,,inf,inf
4161841,0,4102,1,1,3,inf,0,inf,inf,inf,inf
4005141,0,5965,2,0,2,inf,0,5965.0,0.0,inf,inf
6105509,0,5173,2,1,2,inf,0,inf,inf,inf,inf
7365376,0,5736,3,1,3,inf,5736,inf,inf,5736.0,3.0
4567832,0,3759,1,0,2,inf,0,inf,,inf,inf
3989877,1,4335,1,0,2,inf,0,inf,,inf,inf
4774409,0,3927,1,0,2,inf,0,inf,,inf,inf
4572576,0,6179,1,1,3,inf,0,inf,inf,inf,inf
3133580,0,3851,1,1,2,inf,0,inf,inf,inf,inf
3500000,0,4401,0,1,1,inf,0,inf,inf,inf,inf
4737436,1,4681,1,1,2,inf,0,inf,inf,inf,inf
4131142,0,4125,1,0,2,4125.0,0,inf,0.0,inf,inf
4899213,0,3094,2,1,2,inf,0,inf,inf,inf,inf
5145075,0,4931,2,1,2,inf,0,inf,inf,inf,inf
4422709,1,7098,1,1,3,inf,0,inf,inf,inf,inf
5039439,0,3888,1,1,2,inf,0,3888.0,1.0,inf,inf
7803642,0,7822,1,1,3,inf,0,inf,inf,inf,inf
4186373,0,9073,1,0,2,9073.0,0,inf,0.0,inf,inf
3832827,0,3457,1,0,3,inf,0,inf,,inf,inf
3682260,0,3676,1,1,2,inf,0,inf,inf,inf,inf
3900177,0,3187,1,2,2,inf,0,inf,inf,inf,inf
3383119,0,6033,1,1,2,inf,0,inf,inf,inf,inf
3562597,0,3402,1,0,3,inf,0,inf,,inf,inf
4462692,0,3058,1,1,2,inf,0,inf,inf,inf,inf
7257672,1,7312,1,1,2,inf,0,inf,inf,inf,inf
5257661,0,6027,1,1,3,inf,0,inf,inf,inf,inf
2999863,0,4420,3,0,3,inf,0,inf,,inf,inf
5820372,0,4280,2,1,3,inf,0,inf,inf,inf,inf
3455889,0,2174,2,0,3,inf,0,inf,,inf,inf
8487478,1,7028,1,1,2,7028.0,7028,inf,1.0,inf,inf
6471579,0,4934,1,1,3,inf,0,inf,inf,inf,inf
4313725,0,4773,1,1,2,inf,0,inf,inf,inf,inf
4688787,0,4296,1,1,2,inf,0,inf,inf,inf,inf
6213081,0,5896,3,1,4,inf,0,inf,inf,inf,inf
3413447,0,3605,1,0,2,inf,0,inf,,inf,inf
9135983,1,7214,3,2,3,inf,0,inf,inf,inf,inf
8479970,1,5671,1,2,3,inf,0,inf,inf,inf,inf
4235545,1,5587,1,0,2,inf,0,inf,,inf,inf
3404246,1,6520,2,0,3,inf,0,inf,,inf,inf
7325172,1,5708,2,1,3,inf,0,inf,inf,inf,inf
3293807,0,3626,1,1,3,inf,0,inf,inf,inf,inf
6595846,1,5460,2,1,3,inf,0,inf,inf,inf,inf
5437140,0,3347,1,2,2,inf,0,inf,inf,inf,inf
6296280,0,5428,3,1,2,inf,0,inf,inf,inf,inf
4477044,0,3851,1,1,2,inf,0,inf,inf,inf,inf
5492304,0,4092,1,0,3,inf,0,inf,,inf,inf
3568039,0,11818,1,1,3,inf,0,inf,inf,inf,inf
6202301,1,4091,1,0,3,inf,0,inf,,inf,inf
7204093,1,5129,3,1,3,inf,0,5129.0,1.0,inf,inf
5047970,1,5849,1,0,3,inf,0,inf,,inf,inf
4185637,0,5700,2,1,3,inf,0,inf,inf,inf,inf
4119999,0,4957,1,1,2,inf,0,inf,inf,inf,inf
5240852,0,4948,2,1,3,inf,0,inf,inf,inf,inf
3847475,0,5099,1,0,2,inf,0,inf,,inf,inf
5289797,0,5529,3,1,2,inf,5529,inf,inf,inf,inf
6586764,1,10385,1,1,2,inf,10385,inf,inf,inf,inf
5191251,1,8411,1,1,2,8411.0,0,inf,1.0,inf,inf
4259407,1,3097,2,1,3,inf,0,3097.0,1.0,inf,inf
4338627,0,4947,2,1,2,4947.0,0,inf,1.0,inf,inf
4300590,0,4243,1,0,3,inf,0,inf,,inf,inf
3135915,0,4670,1,1,3,inf,0,inf,inf,inf,inf
5295046,0,6668,2,1,3,inf,0,inf,inf,inf,inf
5429962,0,5865,3,1,3,inf,0,inf,inf,5865.0,3.0
3815313,0,6031,1,0,2,6031.0,0,inf,0.0,inf,inf
4464905,1,4136,1,1,2,inf,0,4136.0,1.0,inf,inf
4649243,0,4762,1,1,3,inf,0,4762.0,1.0,inf,inf
3894345,0,3550,1,1,3,inf,0,inf,inf,inf,inf
3648932,1,4882,1,1,2,inf,0,inf,inf,inf,inf
3192208,0,4230,1,1,3,inf,0,inf,inf,inf,inf
3477853,0,3716,0,1,1,inf,0,inf,inf,inf,inf
5870961,0,3727,1,1,3,inf,0,inf,inf,inf,inf
2622308,0,3248,0,1,2,inf,0,inf,inf,inf,inf
3987684,0,3077,1,1,3,inf,0,inf,inf,inf,inf
5949878,0,6266,0,1,2,inf,0,inf,inf,inf,inf
7729483,1,6408,1,1,2,6408.0,0,inf,1.0,inf,inf
6521423,1,7263,2,1,3,7263.0,0,inf,1.0,inf,inf
2778712,1,5165,1,1,2,inf,0,inf,inf,inf,inf
3765236,0,7387,1,0,2,inf,0,inf,,inf,inf
3694497,0,4219,1,1,3,4219.0,0,inf,1.0,inf,inf
3629235,0,2934,2,0,3,inf,0,inf,,inf,inf
5470986,0,5341,4,1,3,inf,0,inf,inf,inf,inf
4733236,2,6327,1,0,2,inf,6327,inf,,inf,inf
3240915,0,4491,1,1,2,inf,0,inf,inf,inf,inf
7515290,0,5770,2,1,4,inf,0,inf,inf,inf,inf
3566446,0,4515,1,1,3,inf,0,inf,inf,inf,inf
3404057,1,5109,1,1,2,inf,0,inf,inf,inf,inf
3107419,0,3690,2,1,3,inf,0,inf,inf,inf,inf
5914044,0,9861,2,1,2,inf,0,inf,inf,inf,inf
6362138,0,3780,1,1,2,inf,0,inf,inf,inf,inf
3814913,0,4342,1,1,2,inf,0,inf,inf,inf,inf
5905413,0,6471,1,2,3,6471.0,0,inf,2.0,inf,inf
3726621,0,5688,1,1,2,inf,0,inf,inf,inf,inf
5503426,0,6518,2,1,3,6518.0,0,inf,1.0,inf,inf
5433263,1,4223,1,1,3,inf,0,inf,inf,4223.0,3.0
3351942,0,5890,2,0,3,inf,0,inf,,inf,inf
